,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,date
57,1641427200,25.78,24.81,25.2,2208.43,55463.04,25.11,multiply,BTC,2022-01-06
58,1641340800,25.68,23.21,24.77,5177.38,130457.34,25.2,multiply,BTC,2022-01-05
59,1641254400,25.04,24.01,25.04,1631.23,40408.63,24.77,multiply,BTC,2022-01-04
60,1641168000,25.55,24.27,24.19,3996.92,100082.83,25.04,multiply,BTC,2022-01-03
61,1641081600,24.69,23.94,24.25,2047.9,49538.73,24.19,multiply,BTC,2022-01-02
62,1640995200,24.88,24.09,25.78,1288.62,31249.36,24.25,multiply,BTC,2022-01-01
63,1640908800,26.38,24.75,24.29,4925.62,126980.91,25.78,multiply,BTC,2021-12-31
64,1640822400,24.54,23.56,25.81,2389.65,58041.48,24.29,multiply,BTC,2021-12-30
65,1640736000,26.63,23.85,24.24,4218.79,108888.06,25.81,multiply,BTC,2021-12-29
66,1640649600,24.32,21.85,22.77,3683.77,89305.16,24.24,multiply,BTC,2021-12-28
67,1640563200,23.58,22.16,20.77,9409.99,214244.01,22.77,multiply,BTC,2021-12-27
68,1640476800,22.17,20.77,24.58,816.22,16951.4,20.77,multiply,BTC,2021-12-26
69,1640390400,25.29,24.13,25.72,1404.78,34526.41,24.58,multiply,BTC,2021-12-25
70,1640304000,26.14,25.0,25.89,2320.2,59680.03,25.72,multiply,BTC,2021-12-24
71,1640217600,27.75,25.67,23.76,1834.74,47494.82,25.89,multiply,BTC,2021-12-23
72,1640131200,24.4,22.53,22.04,4627.82,109950.59,23.76,multiply,BTC,2021-12-22
73,1640044800,23.46,21.88,23.71,5671.65,124999.03,22.04,multiply,BTC,2021-12-21
74,1639958400,24.57,22.99,22.42,3074.12,72872.5,23.71,multiply,BTC,2021-12-20
75,1639872000,23.52,22.03,22.57,3269.55,73318.49,22.42,multiply,BTC,2021-12-19
76,1639785600,23.76,22.36,23.04,3309.71,74704.72,22.57,multiply,BTC,2021-12-18
77,1639699200,23.51,22.01,21.75,4602.05,106014.03,23.04,multiply,BTC,2021-12-17
78,1639612800,22.0,20.62,23.34,1632.33,35507.51,21.75,multiply,BTC,2021-12-16
79,1639526400,23.91,22.39,21.93,9906.86,231191.76,23.34,multiply,BTC,2021-12-15
80,1639440000,23.84,21.61,24.07,2041.19,44759.38,21.93,multiply,BTC,2021-12-14
81,1639353600,24.78,22.67,22.65,3854.7,92800.36,24.07,multiply,BTC,2021-12-13
82,1639267200,22.92,22.36,23.76,356.55,8077.1,22.65,multiply,BTC,2021-12-12
83,1639180800,24.87,23.57,24.24,2125.71,50498.31,23.76,multiply,BTC,2021-12-11
84,1639094400,24.24,22.6,24.99,1119.82,27140.98,24.24,multiply,BTC,2021-12-10
85,1639008000,25.03,22.47,25.34,2002.61,50046.09,24.99,multiply,BTC,2021-12-09
86,1638921600,25.97,25.0,22.17,2429.73,61577.28,25.34,multiply,BTC,2021-12-08
87,1638835200,22.62,21.07,24.02,3507.55,77748.23,22.17,multiply,BTC,2021-12-07
88,1638748800,25.99,23.09,23.6,7699.78,184944.87,24.02,multiply,BTC,2021-12-06
89,1638662400,24.43,21.8,24.4,3518.75,83032.4,23.6,multiply,BTC,2021-12-05
90,1638576000,28.68,20.69,21.49,53062.84,1294511.94,24.4,multiply,BTC,2021-12-04
91,1638489600,22.96,21.09,22.78,4062.56,87303.04,21.49,multiply,BTC,2021-12-03
92,1638403200,23.71,21.59,22.51,3449.13,78572.26,22.78,multiply,BTC,2021-12-02
93,1638316800,23.9,21.74,21.67,1855.37,41755.55,22.51,multiply,BTC,2021-12-01
94,1638230400,22.86,21.0,20.84,512.62,11110.48,21.67,multiply,BTC,2021-11-30
95,1638144000,22.12,20.47,21.03,501.75,10456.13,20.84,multiply,BTC,2021-11-29
96,1638057600,21.76,20.02,21.26,1344.47,28274.42,21.03,multiply,BTC,2021-11-28
97,1637971200,22.46,20.82,21.87,504.84,10733.83,21.26,multiply,BTC,2021-11-27
98,1637884800,21.87,19.44,20.5,2076.92,45413.21,21.87,multiply,BTC,2021-11-26
99,1637798400,22.95,20.37,21.7,2877.75,59003.2,20.5,multiply,BTC,2021-11-25
100,1637712000,23.34,21.7,22.4,9189.98,199399.75,21.7,multiply,BTC,2021-11-24
101,1637625600,24.25,22.3,20.86,5836.25,130718.71,22.4,multiply,BTC,2021-11-23
102,1637539200,22.03,19.44,20.21,11519.43,240274.14,20.86,multiply,BTC,2021-11-22
103,1637452800,20.4,19.15,20.67,7979.85,161283.79,20.21,multiply,BTC,2021-11-21
104,1637366400,21.7,20.61,20.98,4661.32,96336.98,20.67,multiply,BTC,2021-11-20
105,1637280000,22.18,20.87,20.71,5889.89,123564.93,20.98,multiply,BTC,2021-11-19
106,1637193600,20.79,19.37,20.78,6803.57,140889.02,20.71,multiply,BTC,2021-11-18
107,1637107200,21.68,20.4,20.29,7123.76,148046.32,20.78,multiply,BTC,2021-11-17
108,1637020800,21.73,18.75,21.37,14233.31,288841.7,20.29,multiply,BTC,2021-11-16
109,1636934400,21.37,19.77,19.06,6796.79,145214.3,21.37,multiply,BTC,2021-11-15
110,1636848000,19.86,17.75,18.45,12809.43,244194.43,19.06,multiply,BTC,2021-11-14
111,1636761600,21.03,17.92,20.32,7314.39,134969.34,18.45,multiply,BTC,2021-11-13
112,1636675200,21.01,20.07,21.27,11080.38,225110.97,20.32,multiply,BTC,2021-11-12
113,1636588800,22.87,20.95,22.28,6377.75,135662.78,21.27,multiply,BTC,2021-11-11
114,1636502400,22.54,20.25,21.45,7824.18,174284.48,22.28,multiply,BTC,2021-11-10
115,1636416000,22.54,20.35,20.96,8862.36,190096.6,21.45,multiply,BTC,2021-11-09
116,1636329600,22.58,20.66,21.22,6265.02,131337.76,20.96,multiply,BTC,2021-11-08
117,1636243200,21.85,20.98,20.8,6308.06,133866.89,21.22,multiply,BTC,2021-11-07
118,1636156800,21.74,20.54,20.48,4615.56,95981.74,20.8,multiply,BTC,2021-11-06
119,1636070400,21.3,20.08,20.95,7655.02,156750.55,20.48,multiply,BTC,2021-11-05
120,1635984000,21.69,20.68,20.42,5078.12,106386.35,20.95,multiply,BTC,2021-11-04
121,1635897600,21.17,19.81,21.19,17323.75,353664.44,20.42,multiply,BTC,2021-11-03
122,1635811200,22.3,20.76,21.27,6116.77,129595.17,21.19,multiply,BTC,2021-11-02
123,1635724800,22.36,21.14,21.65,4998.95,106327.28,21.27,multiply,BTC,2021-11-01
124,1635638400,22.03,20.82,19.86,3917.5,84828.98,21.65,multiply,BTC,2021-10-31
125,1635552000,20.17,18.85,21.06,4708.08,93495.66,19.86,multiply,BTC,2021-10-30
126,1635465600,21.47,19.85,20.86,7387.6,155562.27,21.06,multiply,BTC,2021-10-29
127,1635379200,21.85,19.91,19.41,20061.97,418455.49,20.86,multiply,BTC,2021-10-28
128,1635292800,20.9,19.25,21.68,7295.15,141605.94,19.41,multiply,BTC,2021-10-27
129,1635206400,21.9,20.0,23.7,3960.77,85875.2,21.68,multiply,BTC,2021-10-26
130,1635120000,24.84,23.22,20.96,4031.66,95548.18,23.7,multiply,BTC,2021-10-25
131,1635033600,21.55,19.45,19.48,5990.52,125576.17,20.96,multiply,BTC,2021-10-24
132,1634947200,21.4,19.48,20.52,4090.88,79678.86,19.48,multiply,BTC,2021-10-23
133,1634860800,20.6,18.4,20.62,4212.5,86457.14,20.52,multiply,BTC,2021-10-22
134,1634774400,21.44,18.36,20.51,18073.28,372671.03,20.62,multiply,BTC,2021-10-21
135,1634688000,20.59,18.81,18.71,7689.69,157706.65,20.51,multiply,BTC,2021-10-20
136,1634601600,19.62,18.41,18.36,3207.94,60008.34,18.71,multiply,BTC,2021-10-19
137,1634515200,19.0,17.83,18.0,5203.91,95519.04,18.36,multiply,BTC,2021-10-18
138,1634428800,19.06,17.93,18.92,4608.11,82965.84,18.0,multiply,BTC,2021-10-17
139,1634342400,19.16,18.1,17.7,2348.51,44442.51,18.92,multiply,BTC,2021-10-16
140,1634256000,18.52,16.67,17.52,3486.19,61691.17,17.7,multiply,BTC,2021-10-15
141,1634169600,18.48,17.15,18.3,8805.62,154248.59,17.52,multiply,BTC,2021-10-14
142,1634083200,19.28,18.06,18.06,11212.15,205216.42,18.3,multiply,BTC,2021-10-13
143,1633996800,18.7,17.36,17.49,2239.92,40459.86,18.06,multiply,BTC,2021-10-12
144,1633910400,18.6,17.18,20.4,5727.99,100155.44,17.49,multiply,BTC,2021-10-11
145,1633824000,21.48,20.18,17.96,8496.84,173321.81,20.4,multiply,BTC,2021-10-10
146,1633737600,18.24,17.54,17.79,2663.62,47826.35,17.96,multiply,BTC,2021-10-09
147,1633651200,18.58,17.23,18.6,2156.04,38351.24,17.79,multiply,BTC,2021-10-08
148,1633564800,18.96,18.06,17.02,2034.24,37839.1,18.6,multiply,BTC,2021-10-07
149,1633478400,18.85,16.85,18.89,2595.7,44178.22,17.02,multiply,BTC,2021-10-06
150,1633392000,19.86,18.6,18.36,5628.61,106323.82,18.89,multiply,BTC,2021-10-05
151,1633305600,19.52,17.92,18.78,8266.92,151819.01,18.36,multiply,BTC,2021-10-04
152,1633219200,19.19,18.09,18.13,9477.1,178008.35,18.78,multiply,BTC,2021-10-03
153,1633132800,18.18,17.4,18.43,1715.29,31099.9,18.13,multiply,BTC,2021-10-02
154,1633046400,20.57,18.31,18.11,1155.19,21288.37,18.43,multiply,BTC,2021-10-01
155,1632960000,20.1,17.91,18.55,1339.66,24257.05,18.11,multiply,BTC,2021-09-30
156,1632873600,18.76,16.47,16.48,827.78,15359.08,18.55,multiply,BTC,2021-09-29
157,1632787200,16.66,15.86,16.51,2238.54,36901.92,16.48,multiply,BTC,2021-09-28
158,1632700800,16.85,15.89,18.28,2109.69,34827.73,16.51,multiply,BTC,2021-09-27
159,1632614400,19.84,18.12,17.61,1044.63,19094.74,18.28,multiply,BTC,2021-09-26
160,1632528000,18.87,17.55,19.93,1499.02,26393.82,17.61,multiply,BTC,2021-09-25
161,1632441600,20.95,18.86,19.66,2468.73,49199.74,19.93,multiply,BTC,2021-09-24
162,1632355200,22.05,19.27,20.2,849.18,16692.0,19.66,multiply,BTC,2021-09-23
163,1632268800,21.73,19.86,20.14,1608.76,32498.02,20.2,multiply,BTC,2021-09-22
164,1632182400,20.51,18.43,20.32,1676.15,33755.22,20.14,multiply,BTC,2021-09-21
165,1632096000,20.71,18.43,18.69,3058.17,62134.22,20.32,multiply,BTC,2021-09-20
166,1632009600,19.74,18.37,20.38,4419.27,82591.52,18.69,multiply,BTC,2021-09-19
167,1631923200,21.12,19.77,19.75,26137.19,532719.77,20.38,multiply,BTC,2021-09-18
168,1631836800,19.91,18.44,19.24,755.35,14919.67,19.75,multiply,BTC,2021-09-17
169,1631750400,20.25,18.94,20.87,4244.23,81661.45,19.24,multiply,BTC,2021-09-16
170,1631664000,21.41,20.24,19.68,3278.54,68408.02,20.87,multiply,BTC,2021-09-15
171,1631577600,20.8,19.45,19.83,1750.49,34456.75,19.68,multiply,BTC,2021-09-14
172,1631491200,20.92,19.17,19.48,1821.37,36118.64,19.83,multiply,BTC,2021-09-13
173,1631404800,20.31,19.03,20.1,2479.13,48287.52,19.48,multiply,BTC,2021-09-12
174,1631318400,20.51,19.76,19.62,1392.85,27997.45,20.1,multiply,BTC,2021-09-11
175,1631232000,20.35,19.08,20.97,4519.52,88674.39,19.62,multiply,BTC,2021-09-10
176,1631145600,21.41,20.25,20.96,6265.22,131410.48,20.97,multiply,BTC,2021-09-09
177,1631059200,21.58,20.22,21.47,2942.76,61667.55,20.96,multiply,BTC,2021-09-08
178,1630972800,22.05,17.79,19.17,7569.84,162554.51,21.47,multiply,BTC,2021-09-07
179,1630886400,20.7,19.03,18.59,6226.45,119349.98,19.17,multiply,BTC,2021-09-06
180,1630800000,19.47,18.08,18.91,5058.26,94039.94,18.59,multiply,BTC,2021-09-05
181,1630713600,19.39,18.65,19.21,18230.67,344695.81,18.91,multiply,BTC,2021-09-04
182,1630627200,19.86,18.66,19.17,24885.67,478066.18,19.21,multiply,BTC,2021-09-03
183,1630540800,19.65,18.66,19.18,21425.31,410742.24,19.17,multiply,BTC,2021-09-02
184,1630454400,20.42,19.08,19.16,24388.91,467798.3,19.18,multiply,BTC,2021-09-01
185,1630368000,19.72,18.71,19.94,18331.87,351258.17,19.16,multiply,BTC,2021-08-31
186,1630281600,20.23,18.98,19.09,24472.57,487968.27,19.94,multiply,BTC,2021-08-30
187,1630195200,19.61,18.7,19.53,19891.64,379714.92,19.09,multiply,BTC,2021-08-29
188,1630108800,19.91,19.25,18.33,17415.44,340152.35,19.53,multiply,BTC,2021-08-28
189,1630022400,20.48,18.33,18.21,23195.72,425231.99,18.33,multiply,BTC,2021-08-27
190,1629936000,19.58,17.68,19.28,35153.36,640069.75,18.21,multiply,BTC,2021-08-26
191,1629849600,20.61,19.09,19.38,26567.82,512184.67,19.28,multiply,BTC,2021-08-25
192,1629763200,20.74,19.17,19.91,42075.68,815368.49,19.38,multiply,BTC,2021-08-24
193,1629676800,21.04,19.37,19.7,29726.99,591908.3,19.91,multiply,BTC,2021-08-23
194,1629590400,20.9,19.63,19.77,19579.06,385758.46,19.7,multiply,BTC,2021-08-22
195,1629504000,21.08,19.36,19.36,16187.9,320037.46,19.77,multiply,BTC,2021-08-21
196,1629417600,20.82,19.2,18.7,20928.28,405235.5,19.36,multiply,BTC,2021-08-20
197,1629331200,20.63,18.56,19.42,28418.77,531458.7,18.7,multiply,BTC,2021-08-19
198,1629244800,20.25,18.77,19.29,37758.05,733423.56,19.42,multiply,BTC,2021-08-18
199,1629158400,19.99,18.46,19.67,33517.62,646492.15,19.29,multiply,BTC,2021-08-17
200,1629072000,20.71,18.62,19.58,36404.75,716012.65,19.67,multiply,BTC,2021-08-16
201,1628985600,21.45,19.48,20.06,21144.21,414078.22,19.58,multiply,BTC,2021-08-15
202,1628899200,20.89,19.49,19.5,39471.9,791790.35,20.06,multiply,BTC,2021-08-14
203,1628812800,21.28,19.47,19.24,48950.62,954488.2,19.5,multiply,BTC,2021-08-13
204,1628726400,19.71,18.52,20.82,23225.45,446868.53,19.24,multiply,BTC,2021-08-12
205,1628640000,22.56,20.11,20.14,27562.51,569180.92,20.65,multiply,BTC,2021-08-11
206,1628553600,21.37,19.38,19.99,20997.59,422942.47,20.14,multiply,BTC,2021-08-10
207,1628467200,21.93,18.4,19.13,31800.07,635787.86,19.99,multiply,BTC,2021-08-09
208,1628380800,19.85,18.29,18.66,21276.52,407075.21,19.13,multiply,BTC,2021-08-08
209,1628294400,20.32,18.62,21.77,22646.9,422605.53,18.66,multiply,BTC,2021-08-07
210,1628208000,23.48,21.68,19.6,21141.02,460343.49,21.77,multiply,BTC,2021-08-06
211,1628121600,21.36,19.43,19.64,23546.0,461611.96,19.6,multiply,BTC,2021-08-05
212,1628035200,20.72,19.54,20.28,17343.21,340598.74,19.64,multiply,BTC,2021-08-04
213,1627948800,20.89,19.94,19.57,34291.88,695324.22,20.28,multiply,BTC,2021-08-03
214,1627862400,19.67,18.05,21.12,31279.72,612214.0,19.57,multiply,BTC,2021-08-02
215,1627776000,21.14,19.07,20.58,33787.95,713762.27,21.12,multiply,BTC,2021-08-01
216,1627689600,20.62,19.73,19.46,15732.62,323816.4,20.58,multiply,BTC,2021-07-31
217,1627603200,20.53,18.79,18.02,13589.42,264451.35,19.46,multiply,BTC,2021-07-30
218,1627516800,20.47,17.4,21.11,39836.18,717948.43,18.02,multiply,BTC,2021-07-29
219,1627430400,21.32,18.05,18.53,32049.88,676717.86,21.11,multiply,BTC,2021-07-28
220,1627344000,20.34,18.22,18.52,26592.98,492894.58,18.53,multiply,BTC,2021-07-27
221,1627257600,19.76,16.55,17.85,66788.63,1237259.37,18.52,multiply,BTC,2021-07-26
222,1627171200,19.89,17.84,18.35,28053.44,500657.86,17.85,multiply,BTC,2021-07-25
223,1627084800,19.2,18.0,17.85,22474.93,412341.07,18.35,multiply,BTC,2021-07-24
224,1626998400,18.9,17.78,18.38,18845.61,336403.14,17.85,multiply,BTC,2021-07-23
225,1626912000,18.61,16.54,16.72,29749.67,546686.65,18.38,multiply,BTC,2021-07-22
226,1626825600,22.7,16.61,21.22,29293.41,489794.55,16.72,multiply,BTC,2021-07-21
227,1626739200,21.61,19.26,20.85,20259.71,429838.7,21.22,multiply,BTC,2021-07-20
228,1626652800,20.99,19.96,19.86,13448.37,280456.17,20.85,multiply,BTC,2021-07-19
229,1626566400,20.25,19.32,19.55,12986.77,257925.8,19.86,multiply,BTC,2021-07-18
230,1626480000,20.03,19.51,20.05,23474.99,458884.16,19.55,multiply,BTC,2021-07-17
231,1626393600,20.18,19.36,18.32,14558.74,291917.71,20.05,multiply,BTC,2021-07-16
232,1626307200,18.58,17.84,19.65,15765.99,288805.25,18.32,multiply,BTC,2021-07-15
233,1626220800,20.16,19.42,19.54,15565.89,305864.13,19.65,multiply,BTC,2021-07-14
234,1626134400,19.83,19.23,19.52,12985.27,253776.19,19.54,multiply,BTC,2021-07-13
235,1626048000,19.78,18.63,19.03,13904.9,271374.39,19.52,multiply,BTC,2021-07-12
236,1625961600,19.59,17.54,18.94,14172.52,269700.33,19.03,multiply,BTC,2021-07-11
237,1625875200,19.15,18.36,20.34,14485.59,274298.21,18.94,multiply,BTC,2021-07-10
238,1625788800,21.13,20.27,19.55,13543.17,275527.08,20.34,multiply,BTC,2021-07-09
239,1625702400,19.75,17.85,17.93,17381.34,339798.6,19.55,multiply,BTC,2021-07-08
240,1625616000,18.01,17.16,17.13,25964.71,465647.56,17.93,multiply,BTC,2021-07-07
241,1625529600,17.37,16.2,16.26,43966.9,753326.96,17.13,multiply,BTC,2021-07-06
242,1625443200,16.57,14.49,15.66,63490.73,1032649.89,16.26,multiply,BTC,2021-07-05
243,1625356800,16.48,15.17,15.68,18540.31,290369.99,15.66,multiply,BTC,2021-07-04
244,1625270400,16.73,15.57,15.26,16681.71,261604.7,15.68,multiply,BTC,2021-07-03
245,1625184000,16.19,15.22,15.91,16881.3,257656.31,15.26,multiply,BTC,2021-07-02
246,1625097600,16.7,15.72,16.4,16941.06,269482.27,15.91,multiply,BTC,2021-07-01
247,1625011200,16.4,14.59,15.49,16084.47,263745.03,16.4,multiply,BTC,2021-06-30
248,1624924800,17.24,15.18,15.77,27516.94,426357.11,15.49,multiply,BTC,2021-06-29
249,1624838400,16.27,12.93,12.98,45487.52,717518.49,15.77,multiply,BTC,2021-06-28
250,1624752000,16.08,12.56,13.7,31204.39,405122.29,12.98,multiply,BTC,2021-06-27
251,1624665600,15.77,13.57,15.67,34462.73,472191.89,13.7,multiply,BTC,2021-06-26
252,1624579200,16.48,13.3,15.52,19886.41,311568.41,15.67,multiply,BTC,2021-06-25
253,1624492800,17.26,14.3,17.33,12458.95,193324.09,15.52,multiply,BTC,2021-06-24
254,1624406400,19.48,16.09,16.51,17320.8,300176.44,17.33,multiply,BTC,2021-06-23
255,1624320000,17.39,15.65,18.86,22906.77,378119.14,16.51,multiply,BTC,2021-06-22
256,1624233600,19.29,17.27,17.66,28428.12,536028.08,18.86,multiply,BTC,2021-06-21
257,1624147200,18.8,17.52,16.95,24490.88,432444.5,17.66,multiply,BTC,2021-06-20
258,1624060800,17.65,16.64,16.52,13633.72,231040.66,16.95,multiply,BTC,2021-06-19
259,1623974400,16.68,14.84,16.56,16630.98,274816.59,16.52,multiply,BTC,2021-06-18
260,1623888000,17.6,16.08,16.9,19943.22,330355.25,16.56,multiply,BTC,2021-06-17
261,1623801600,17.45,14.15,15.4,22070.68,372967.38,16.9,multiply,BTC,2021-06-16
262,1623715200,16.05,14.59,15.9,23574.87,363026.74,15.4,multiply,BTC,2021-06-15
263,1623628800,18.85,15.69,18.03,26069.75,414401.58,15.9,multiply,BTC,2021-06-14
264,1623542400,19.88,16.63,15.9,23003.14,414713.02,18.03,multiply,BTC,2021-06-13
265,1623456000,16.49,14.65,16.02,17277.21,274646.22,15.9,multiply,BTC,2021-06-12
266,1623369600,17.34,15.1,15.94,18883.84,302532.75,16.02,multiply,BTC,2021-06-11
267,1623283200,16.7,14.82,15.11,17086.77,272388.59,15.94,multiply,BTC,2021-06-10
268,1623196800,18.21,14.38,17.22,21597.26,326233.58,15.11,multiply,BTC,2021-06-09
269,1623110400,19.1,15.39,17.08,29058.84,500445.17,17.22,multiply,BTC,2021-06-08
270,1623024000,17.28,14.54,16.61,33956.31,579962.67,17.08,multiply,BTC,2021-06-07
271,1622937600,17.59,16.28,17.45,17200.0,285626.85,16.61,multiply,BTC,2021-06-06
272,1622851200,17.95,16.04,18.14,26878.21,469156.98,17.45,multiply,BTC,2021-06-05
273,1622764800,19.36,16.87,18.03,23752.62,430814.11,18.14,multiply,BTC,2021-06-04
274,1622678400,18.68,16.78,18.2,18293.32,329865.81,18.03,multiply,BTC,2021-06-03
275,1622592000,19.13,16.86,17.77,21267.99,387055.58,18.2,multiply,BTC,2021-06-02
276,1622505600,17.96,15.34,16.19,23704.55,421195.67,17.77,multiply,BTC,2021-06-01
277,1622419200,17.11,15.97,19.17,40998.58,663840.44,16.19,multiply,BTC,2021-05-31
278,1622332800,19.41,17.41,14.47,35331.07,677405.76,19.17,multiply,BTC,2021-05-30
279,1622246400,14.93,13.39,14.08,29067.25,420698.22,14.47,multiply,BTC,2021-05-29
280,1622160000,14.45,12.58,14.36,39721.99,559138.44,14.08,multiply,BTC,2021-05-28
281,1622073600,15.39,13.76,14.56,30676.75,440583.56,14.36,multiply,BTC,2021-05-27
282,1621987200,15.73,14.5,15.25,31609.3,460227.74,14.56,multiply,BTC,2021-05-26
283,1621900800,17.02,15.08,15.88,51376.5,783728.44,15.25,multiply,BTC,2021-05-25
284,1621814400,18.63,15.36,17.37,25725.49,408586.08,15.88,multiply,BTC,2021-05-24
285,1621728000,19.35,15.3,17.15,33018.06,573547.61,17.37,multiply,BTC,2021-05-23
286,1621641600,18.74,17.12,18.09,42738.9,733069.71,17.15,multiply,BTC,2021-05-22
287,1621555200,20.85,17.07,20.08,73240.24,1324716.46,18.09,multiply,BTC,2021-05-21
288,1621468800,21.34,18.02,21.89,19435.5,390186.94,20.08,multiply,BTC,2021-05-20
289,1621382400,25.69,18.86,18.25,64599.04,1414042.5,21.89,multiply,BTC,2021-05-19
